8609534384,3.3317e-314,5.47077e-315,4.24755e-314,6.92307e-06
0,45.6685,0,0,6.82307e-06
1,45.6684,0,0,6.72307e-06
2,45.6684,0,0,6.62307e-06
3,45.6685,0,0,6.52307e-06
4,45.6685,0,0,6.42307e-06
5,45.6683,0,0,6.32307e-06
6,45.6683,0,0,6.22307e-06
7,45.6683,0,0,6.12307e-06
8,45.678,0,0,6.02307e-06
9,45.678,0,0,5.92307e-06
10,45.6781,0,0,5.82307e-06
11,45.678,0,0,5.72307e-06
12,45.678,0,0,5.62307e-06
13,45.6781,0,0,5.52307e-06
14,45.678,0,0,5.42307e-06
15,45.6779,0,0,5.32307e-06
16,45.6736,0,0,5.22307e-06
17,45.6736,0,0,5.12307e-06
18,45.6735,0,0,5.02307e-06
19,45.6793,0,0,4.92307e-06
20,45.6791,0,0,4.82307e-06
21,45.6791,0,0,4.72307e-06
22,45.6792,0,0,4.62307e-06
23,45.6792,0,0,4.52307e-06
24,45.6791,0,0,4.42307e-06
25,45.6792,0,0,4.32307e-06
26,45.6791,0,0,4.22307e-06
27,45.6791,0,0,4.12307e-06
28,45.6791,0,0,4.02307e-06
29,45.6846,0,0,3.92307e-06
30,45.6847,0,0,3.82307e-06
31,45.6847,0,0,3.72307e-06
32,45.6847,0,0,3.62307e-06
33,45.6847,0,0,3.52307e-06
34,45.6847,0,0,3.42307e-06
35,45.6846,0,0,3.32307e-06
36,45.6708,0,0,3.22307e-06
37,45.6708,0,0,3.12307e-06
38,45.6708,0,0,3.02307e-06
39,45.6707,0,0,2.92307e-06
40,45.6675,0,0,2.82307e-06
41,45.6674,0,0,2.72307e-06
42,45.6674,0,0,2.62307e-06
43,45.6674,0,0,2.52307e-06
44,45.6674,0,0,2.42307e-06
45,45.6674,0,0,2.32308e-06
46,45.6673,0,0,2.22308e-06
47,45.6674,0,0,2.12308e-06
48,45.6673,0,0,2.02308e-06
49,45.6672,0,0,1.92308e-06
50,45.6728,0,0,1.82308e-06
51,45.6729,0,0,1.72308e-06
52,45.6729,0,0,1.62308e-06
53,45.6729,0,0,1.52308e-06
54,45.6729,0,0,1.42308e-06
55,45.6728,0,0,1.32308e-06
56,45.6644,0,0,1.22308e-06
57,45.6644,0,0,1.12308e-06
58,45.6643,0,0,1.02308e-06
59,45.6644,0,0,9.23076e-07
60,45.67,0,0,8.23076e-07
61,45.67,0,0,7.23076e-07
62,45.6699,0,0,6.23076e-07
63,45.6699,0,0,5.23077e-07
64,45.67,0,0,4.23077e-07
65,45.6699,0,0,3.23077e-07
66,45.67,0,0,2.23077e-07
67,45.67,0,0,1.23077e-07
68,45.67,0,0,2.30769e-08
69,45.67,0,0,-7.6923e-08
70,45.6699,0,0,-1.76923e-07
71,45.6699,0,0,-2.76923e-07
72,45.6698,0,0,-3.76923e-07
73,45.6698,0,0,-4.76923e-07
74,45.6698,0,0,-5.76923e-07
75,45.6698,0,0,-6.76923e-07
76,45.66,0,0,-7.76922e-07
77,45.6601,0,0,-8.76922e-07
78,45.6601,0,0,-9.76922e-07
79,45.6601,0,0,-1.07692e-06
80,45.66,0,0,-1.17692e-06
81,45.6698,0,0,-1.27692e-06
82,45.6698,0,0,-1.37692e-06
83,45.6697,0,0,-1.47692e-06
84,45.6697,0,0,-1.57692e-06
85,45.6698,0,0,-1.67692e-06
86,45.6697,0,0,-1.77692e-06
87,45.6697,0,0,-1.87692e-06
88,45.6697,0,0,-1.97692e-06
89,45.6696,0,0,-2.07692e-06
90,45.6697,0,0,-2.17692e-06
91,45.6696,0,0,-2.27692e-06
92,45.6793,0,0,-2.37692e-06
93,45.6794,0,0,-2.47692e-06
94,45.6793,0,0,-2.57692e-06
95,45.6792,0,0,-2.67692e-06
96,45.6657,0,0,-2.77692e-06
97,45.6657,0,0,-2.87692e-06
98,45.6657,0,0,-2.97692e-06
99,45.6657,0,0,-3.07692e-06
100,45.6656,0,0,-3.17692e-06
101,45.6656,0,0,-3.27692e-06
102,45.6713,0,0,-3.37692e-06
103,45.6713,0,0,-3.47692e-06
104,45.6713,0,0,-3.57692e-06
105,45.6712,0,0,-3.67692e-06
106,45.6712,0,0,-3.77692e-06
107,45.6712,0,0,-3.87692e-06
108,45.6712,0,0,-3.97692e-06
109,45.6712,0,0,-4.07692e-06
110,45.6711,0,0,-4.17692e-06
111,45.6711,0,0,-4.27692e-06
112,45.671,0,0,-4.37692e-06
113,45.6766,0,0,-4.47692e-06
114,45.6768,0,0,-4.57692e-06
115,45.6767,0,0,-4.67692e-06
116,45.6657,0,0,-4.77692e-06
117,45.6657,0,0,-4.87692e-06
118,45.6657,0,0,-4.97692e-06
119,45.6656,0,0,-5.07692e-06
120,45.6657,0,0,-5.17692e-06
121,45.6657,0,0,-5.27692e-06
122,45.6656,0,0,-5.37692e-06
123,45.6801,0,0,-5.47692e-06
124,45.6801,0,0,-5.57692e-06
125,45.6801,0,0,-5.67692e-06
126,45.6801,0,0,-5.77692e-06
127,45.6801,0,0,-5.87692e-06
128,45.6802,0,0,-5.97692e-06
129,45.6801,0,0,-6.07692e-06
130,45.6801,0,0,-6.17692e-06
131,45.6801,0,0,-6.27692e-06
132,45.6801,0,0,-6.37692e-06
133,45.68,0,0,-6.47692e-06
134,45.6856,0,0,-6.57692e-06
135,45.6856,0,0,-6.67692e-06
136,45.6701,0,0,-6.77692e-06
137,45.6702,0,0,-6.87692e-06
138,45.6702,0,0,-6.97692e-06
139,45.6701,0,0,-7.07692e-06
140,45.6702,0,0,-7.17692e-06
141,45.6702,0,0,-7.27692e-06
142,45.6701,0,0,-7.37692e-06
143,45.6701,0,0,-7.47692e-06
144,45.6668,0,0,-7.57692e-06
145,45.6668,0,0,-7.67692e-06
146,45.6667,0,0,-7.77692e-06
